stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
2410,32410,Calixa-Lavallée et Thomas-Chapais,45.5833121324759,-73.4490920943607,,,2
2411,32411,Calixa-Lavallée et boul. de Mortagne,45.582452612425,-73.4475715419449,,,2
2419,32419,D'Avaugour et des Merles,45.5817507583107,-73.4329416116411,,,2
2421,32421,Le Baron et Louis-Quévillon,45.590920463422,-73.4421074951135,,,2
2422,32422,Le Baron et De Lévis,45.593260753116,-73.4434988973688,,,2
2423,32423,Le Baron et De Jumonville,45.595195916858,-73.4452479683136,,,2
2424,32424,De Jumonville et boul. De Montarville,45.5964097533377,-73.443557058664,,,2
2426,32426,De Jumonville et Le Baron,45.5953518394678,-73.4454254431256,,,2
2427,32427,Le Baron et De Lévis,45.5932811799701,-73.4437008863372,,,2
2428,32428,Le Baron et Louis-Quévillon,45.5909754745369,-73.4423424756174,,,2
2429,32429,Le Baron et boul. de Mortagne,45.5890762308141,-73.4406777954335,,,2
2430,32430,D'Avaugour et des Merles,45.5820579043421,-73.4335848897453,,,2
2440,32440,av. Doré et Shirley,45.5137948745443,-73.436660098018,,,2
2441,32441,Shirley et ch. de Chambly,45.5113893122933,-73.4381633603438,,,2
2442,32442,ch. Du Tremblay et Newton,45.564050650682,-73.4210799828021,,,2
2448,32448,Bergerac et av. Balzac,45.4612896534187,-73.4518073155719,,,1
2449,32449,Bergerac et av. Beauchemin,45.460260860582,-73.4503345663146,,,1
2450,32450,Bergerac et civique 3850,45.4589851446758,-73.4489334301682,,,2
2452,32452,av. Beauchemin et civique 4055,45.4574874455723,-73.44575111422,,,1
2453,32453,av. Beauchemin et av. Boniface,45.45861460267,-73.4455173024388,,,1
2454,32454,av. Boniface et av. Balzac,45.4604494069217,-73.4426271079556,,,2
2456,32456,av. Bienvenue et av. Boniface,45.4639089531722,-73.4380697336037,,,1
2457,32457,av. Bienvenue et av. Baffin,45.4664669791052,-73.4421207176098,,,1
2458,32458,boul. Milan et av. Barry,45.467040874381,-73.4525933805186,,,1
2459,32459,boul. Milan et av. Broadway,45.4658198582903,-73.4547693182451,,,2
2460,32460,boul. Lapinière et de Bourgogne,45.4655150688354,-73.4586520044014,,,1
2463,32463,boul. Pelletier et Palerme,45.4717038403101,-73.4738642050081,,,2
2466,32466,Morley et Watson,45.4788780995577,-73.4744763608378,,,2
